author_name,family_name,genus_name,species,concat_species,ecocode_definition,ecocode,ecocode_abbreviation,ecocode_system,koch_type,taxon
(Rosen.),CHRYSOMELIDAE,Longitarsus,obliteratus,Longitarsus obliteratus,Meadowland,Meadowland,BEco03,Bugs,,Longitarsus|obliteratus|(Rosen.)
(Rosen.),CHRYSOMELIDAE,Longitarsus,obliteratus,Longitarsus obliteratus,on herbs,herbicolous,Ecohe,KochGroup,Ecology,Longitarsus|obliteratus|(Rosen.)
(Rosen.),CHRYSOMELIDAE,Longitarsus,obliteratus,Longitarsus obliteratus,on a narrow range of often closely related plant or animal species,oligophagous,FDeOl,KochGroup,Food dependency,Longitarsus|obliteratus|(Rosen.)
(Rosen.),CHRYSOMELIDAE,Longitarsus,obliteratus,Longitarsus obliteratus,feeds on leaves,phyllophagous,FNoPy,KochGroup,Food nourishment,Longitarsus|obliteratus|(Rosen.)
(Rosen.),CHRYSOMELIDAE,Longitarsus,obliteratus,Longitarsus obliteratus,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Longitarsus|obliteratus|(Rosen.)
(Rosen.),CHRYSOMELIDAE,Longitarsus,obliteratus,Longitarsus obliteratus,prefers warm localities,thermophilous,HTyth,KochGroup,Habitat type,Longitarsus|obliteratus|(Rosen.)
(Rosen.),CHRYSOMELIDAE,Longitarsus,obliteratus,Longitarsus obliteratus,prefers dry places,xerophilous,HTyxe,KochGroup,Habitat type,Longitarsus|obliteratus|(Rosen.)
(Rosen.),DRYOPIDAE,Oulimnius,rivularis,Oulimnius rivularis,Aquatics,Aquatics,BEco01,Bugs,,Oulimnius|rivularis|(Rosen.)
(Rosen.),HYDROPHILIDAE,Paracymus,scutellaris,Paracymus scutellaris,Aquatics,Aquatics,BEco01,Bugs,,Paracymus|scutellaris|(Rosen.)
(Rosen.),HYDROPHILIDAE,Paracymus,scutellaris,Paracymus scutellaris,in water,aquatic,Ecoaq,KochGroup,Ecology,Paracymus|scutellaris|(Rosen.)
(Rosen.),HYDROPHILIDAE,Paracymus,scutellaris,Paracymus scutellaris,in Sphagnum,sphagnicolous,Ecosp,KochGroup,Ecology,Paracymus|scutellaris|(Rosen.)
(Rosen.),HYDROPHILIDAE,Paracymus,scutellaris,Paracymus scutellaris,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Paracymus|scutellaris|(Rosen.)
(Rosen.),HYDROPHILIDAE,Paracymus,scutellaris,Paracymus scutellaris,,tyrphophilous,HTyty,KochGroup,,Paracymus|scutellaris|(Rosen.)
Rosen.,CANTHARIDAE,Cantharis,pagana,Cantharis pagana,Wood and trees,Wood and trees,BEco04,Bugs,,Cantharis|pagana|Rosen.
Rosen.,CANTHARIDAE,Cantharis,pagana,Cantharis pagana,on trees,arboricolous,Ecoab,KochGroup,Ecology,Cantharis|pagana|Rosen.
Rosen.,CANTHARIDAE,Cantharis,pagana,Cantharis pagana,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Cantharis|pagana|Rosen.
Rosen.,CANTHARIDAE,Cantharis,pagana,Cantharis pagana,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Cantharis|pagana|Rosen.
Rosen.,CURCULIONIDAE,Otiorhynchus,desertus,Otiorhynchus desertus,Heathland and moorland,Heathland & moorland,BEco12,Bugs,,Otiorhynchus|desertus|Rosen.
Rosen.,CURCULIONIDAE,Otiorhynchus,pauxillus,Otiorhynchus pauxillus,on trees,arboricolous,Ecoab,KochGroup,Ecology,Otiorhynchus|pauxillus|Rosen.
Rosen.,CURCULIONIDAE,Otiorhynchus,pauxillus,Otiorhynchus pauxillus,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Otiorhynchus|pauxillus|Rosen.
Rosen.,CURCULIONIDAE,Otiorhynchus,pauxillus,Otiorhynchus pauxillus,in moss,muscicolous,Ecomu,KochGroup,Ecology,Otiorhynchus|pauxillus|Rosen.
Rosen.,CURCULIONIDAE,Otiorhynchus,pauxillus,Otiorhynchus pauxillus,prefers shade,pholeophilous,HTyph,KochGroup,Habitat type,Otiorhynchus|pauxillus|Rosen.
Rosen.,CURCULIONIDAE,Otiorhynchus,pauxillus,Otiorhynchus pauxillus,in leaf debris (litter),phyllodetriticolous,Ecopy,KochGroup,Ecology,Otiorhynchus|pauxillus|Rosen.
Rosen.,CURCULIONIDAE,Otiorhynchus,pauxillus,Otiorhynchus pauxillus,feeds on leaves,phyllophagous,FNoPy,KochGroup,Food nourishment,Otiorhynchus|pauxillus|Rosen.
Rosen.,CURCULIONIDAE,Otiorhynchus,pauxillus,Otiorhynchus pauxillus,feeds on roots,rhizophagous,FNoRh,KochGroup,Food nourishment,Otiorhynchus|pauxillus|Rosen.
Rosen.,CURCULIONIDAE,Otiorhynchus,pauxillus,Otiorhynchus pauxillus,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Otiorhynchus|pauxillus|Rosen.
Rosen.,CURCULIONIDAE,Phloeophagus,gracilis,Phloeophagus gracilis,Deciduous Wood and tree indicators,Indicators: Deciduous,BEco04a,Bugs,,Phloeophagus|gracilis|Rosen.
Rosen.,CURCULIONIDAE,Phloeophagus,gracilis,Phloeophagus gracilis,Wood and trees,Wood and trees,BEco04,Bugs,,Phloeophagus|gracilis|Rosen.
Rosen.,CURCULIONIDAE,Phloeophagus,gracilis,Phloeophagus gracilis,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Phloeophagus|gracilis|Rosen.
Rosen.,CURCULIONIDAE,Phloeophagus,gracilis,Phloeophagus gracilis,in wood debris,xylodetriticolous,Ecoxy,KochGroup,Ecology,Phloeophagus|gracilis|Rosen.
Rosen.,CURCULIONIDAE,Phloeophagus,gracilis,Phloeophagus gracilis,feeds on wood,xylophagous,FNoXy,KochGroup,Food nourishment,Phloeophagus|gracilis|Rosen.
Rosen.,DERODONTIDAE,Laricobius,erichsonii,Laricobius erichsonii,Wood and trees,Wood and trees,BEco04,Bugs,,Laricobius|erichsonii|Rosen.
Rosen.,DERODONTIDAE,Laricobius,erichsonii,Laricobius erichsonii,eats aphids,aphidophagous,FNoAp,KochGroup,Food nourishment,Laricobius|erichsonii|Rosen.
Rosen.,DERODONTIDAE,Laricobius,erichsonii,Laricobius erichsonii,on trees,arboricolous,Ecoab,KochGroup,Ecology,Laricobius|erichsonii|Rosen.
Rosen.,DERODONTIDAE,Laricobius,erichsonii,Laricobius erichsonii,on a narrow range of often closely related plant or animal species,oligophagous,FDeOl,KochGroup,Food dependency,Laricobius|erichsonii|Rosen.
Rosen.,DERODONTIDAE,Laricobius,erichsonii,Laricobius erichsonii,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Laricobius|erichsonii|Rosen.
Rosen.,DERODONTIDAE,Laricobius,erichsonii,Laricobius erichsonii,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Laricobius|erichsonii|Rosen.
Rosen.,STAPHYLINIDAE,Stenus,canescens,Stenus canescens,Wetlands/marshes,Wetlands/marshes,BEco05a,Bugs,,Stenus|canescens|Rosen.
Rosen.,STAPHYLINIDAE,Stenus,canescens,Stenus canescens,prefers moisture,hygrophilous,HTyhy,KochGroup,Habitat type,Stenus|canescens|Rosen.
Rosen.,STAPHYLINIDAE,Stenus,canescens,Stenus canescens,in swamps,paludicolous,Ecopa,KochGroup,Ecology,Stenus|canescens|Rosen.
Rosen.,STAPHYLINIDAE,Stenus,canescens,Stenus canescens,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Stenus|canescens|Rosen.
Rosen.,STAPHYLINIDAE,Stenus,kiesenwetteri,Stenus kiesenwetteri,Wetlands/marshes,Wetlands/marshes,BEco05a,Bugs,,Stenus|kiesenwetteri|Rosen.
Rosen.,STAPHYLINIDAE,Stenus,kiesenwetteri,Stenus kiesenwetteri,prefers moisture,hygrophilous,HTyhy,KochGroup,Habitat type,Stenus|kiesenwetteri|Rosen.
Rosen.,STAPHYLINIDAE,Stenus,kiesenwetteri,Stenus kiesenwetteri,in Sphagnum,sphagnicolous,Ecosp,KochGroup,Ecology,Stenus|kiesenwetteri|Rosen.
Rosen.,STAPHYLINIDAE,Stenus,kiesenwetteri,Stenus kiesenwetteri,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Stenus|kiesenwetteri|Rosen.
Rosen.,STAPHYLINIDAE,Stenus,kiesenwetteri,Stenus kiesenwetteri,,tyrphophilous,HTyty,KochGroup,,Stenus|kiesenwetteri|Rosen.
Ross.,ANTHICIDAE,Notoxus,trifasciatus,Notoxus trifasciatus,Sandy/dry disturbed ground/arable,Sandy/dry disturbed/arable,BEco06b,Bugs,,Notoxus|trifasciatus|Ross.
Ross.,PTILIIDAE,Ptilium,horioni,Ptilium horioni,Disturbed ground/arable,Disturbed/arable,BEco06a,Bugs,,Ptilium|horioni|Ross.
Ross.,PTILIIDAE,Ptilium,horioni,Ptilium horioni,Dung/foul decaying habitats,Dung/foul habitats,BEco07a,Bugs,,Ptilium|horioni|Ross.
Ross.,PTILIIDAE,Ptilium,horioni,Ptilium horioni,in fungi,mycetophilous,HTymy,KochGroup,Habitat type,Ptilium|horioni|Ross.
Ross.,PTILIIDAE,Ptilium,horioni,Ptilium horioni,in plant debris (litter),phytodetriticolous,Ecopt,KochGroup,Ecology,Ptilium|horioni|Ross.
Ross.,PTILIIDAE,Ptilium,horioni,Ptilium horioni,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Ptilium|horioni|Ross.
(Rossi),ANTHICIDAE,Hirticomus,hispidus,Hirticomus hispidus,Sandy/dry disturbed ground/arable,Sandy/dry disturbed/arable,BEco06b,Bugs,,Hirticomus|hispidus|(Rossi)
(Rossi),ANTHICIDAE,Hirticomus,quadriguttatus,Hirticomus quadriguttatus,Sandy/dry disturbed ground/arable,Sandy/dry disturbed/arable,BEco06b,Bugs,,Hirticomus|quadriguttatus|(Rossi)
(Rossi),ANTHICIDAE,Hirticomus,quadriguttatus,Hirticomus quadriguttatus,Wetlands/marshes,Wetlands/marshes,BEco05a,Bugs,,Hirticomus|quadriguttatus|(Rossi)
(Rossi),ANTHICIDAE,Omonadus,bifasciatus,Omonadus bifasciatus,Dung/foul decaying habitats,Dung/foul habitats,BEco07a,Bugs,,Omonadus|bifasciatus|(Rossi)
(Rossi),BYRRHIDAE,Chaetophora,spinosa,Chaetophora spinosa,"Open wet habitats, shingle, etc",Open wet habitats,BEco05b,Bugs,,Chaetophora|spinosa|(Rossi)
(Rossi),BYRRHIDAE,Chaetophora,spinosa,Chaetophora spinosa,,muscophagous,FNoMs,KochGroup,,Chaetophora|spinosa|(Rossi)
(Rossi),BYRRHIDAE,Chaetophora,spinosa,Chaetophora spinosa,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Chaetophora|spinosa|(Rossi)
(Rossi),BYRRHIDAE,Chaetophora,spinosa,Chaetophora spinosa,prefers dry places,xerophilous,HTyxe,KochGroup,Habitat type,Chaetophora|spinosa|(Rossi)
(Rossi),CARABIDAE,Chlaenius,spoliatus,Chlaenius spoliatus,Halotolerant (all salts),Halotolerant,BEco13,Bugs,Habitat type,Chlaenius|spoliatus|(Rossi)
(Rossi),CARABIDAE,Chlaenius,spoliatus,Chlaenius spoliatus,Wetlands/marshes,Wetlands/marshes,BEco05a,Bugs,,Chlaenius|spoliatus|(Rossi)
(Rossi),CARABIDAE,Chlaenius,spoliatus,Chlaenius spoliatus,tolerant of saline habitats,halotolerant,HTyht,KochGroup,Habitat type,Chlaenius|spoliatus|(Rossi)
(Rossi),CARABIDAE,Chlaenius,spoliatus,Chlaenius spoliatus,on river banks,ripicolous,Ecori,KochGroup,Ecology,Chlaenius|spoliatus|(Rossi)
(Rossi),CARABIDAE,Chlaenius,spoliatus,Chlaenius spoliatus,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Chlaenius|spoliatus|(Rossi)
(Rossi),CARABIDAE,Dixus,clypeatus,Dixus clypeatus,Disturbed ground/arable,Disturbed/arable,BEco06a,Bugs,,Dixus|clypeatus|(Rossi)
(Rossi),CARABIDAE,Dixus,clypeatus,Dixus clypeatus,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Dixus|clypeatus|(Rossi)
(Rossi),CARABIDAE,Dixus,clypeatus,Dixus clypeatus,prefers dry places,xerophilous,HTyxe,KochGroup,Habitat type,Dixus|clypeatus|(Rossi)
(Rossi),CARABIDAE,Drypta,dentata,Drypta dentata,Halotolerant (all salts),Halotolerant,BEco13,Bugs,Habitat type,Drypta|dentata|(Rossi)
(Rossi),CARABIDAE,Drypta,dentata,Drypta dentata,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Drypta|dentata|(Rossi)
(Rossi),CARABIDAE,Drypta,dentata,Drypta dentata,prefers moisture,hygrophilous,HTyhy,KochGroup,Habitat type,Drypta|dentata|(Rossi)
(Rossi),CARABIDAE,Drypta,dentata,Drypta dentata,in swamps,paludicolous,Ecopa,KochGroup,Ecology,Drypta|dentata|(Rossi)
(Rossi),CARABIDAE,Dyschirius,thoracicus,Dyschirius thoracicus,Halotolerant (all salts),Halotolerant,BEco13,Bugs,Habitat type,Dyschirius|thoracicus|(Rossi)
(Rossi),CARABIDAE,Dyschirius,thoracicus,Dyschirius thoracicus,Wetlands/marshes,Wetlands/marshes,BEco05a,Bugs,,Dyschirius|thoracicus|(Rossi)
(Rossi),CARABIDAE,Dyschirius,thoracicus,Dyschirius thoracicus,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Dyschirius|thoracicus|(Rossi)
(Rossi),CARABIDAE,Dyschirius,thoracicus,Dyschirius thoracicus,prefers moisture,hygrophilous,HTyhy,KochGroup,Habitat type,Dyschirius|thoracicus|(Rossi)
(Rossi),CARABIDAE,Dyschirius,thoracicus,Dyschirius thoracicus,on river banks,ripicolous,Ecori,KochGroup,Ecology,Dyschirius|thoracicus|(Rossi)
(Rossi),CARABIDAE,Dyschirius,thoracicus,Dyschirius thoracicus,,terricolous or subterranean,Ecote,KochGroup,,Dyschirius|thoracicus|(Rossi)
(Rossi),CARABIDAE,Harpalus,dimidiatus,Harpalus dimidiatus,Disturbed ground/arable,Disturbed/arable,BEco06a,Bugs,,Harpalus|dimidiatus|(Rossi)
(Rossi),CARABIDAE,Harpalus,dimidiatus,Harpalus dimidiatus,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Harpalus|dimidiatus|(Rossi)
(Rossi),CARABIDAE,Philorhizus,sigma,Philorhizus sigma,Wetlands/marshes,Wetlands/marshes,BEco05a,Bugs,,Philorhizus|sigma|(Rossi)
(Rossi),CARABIDAE,Philorhizus,sigma,Philorhizus sigma,prefers moisture,hygrophilous,HTyhy,KochGroup,Habitat type,Philorhizus|sigma|(Rossi)
(Rossi),CARABIDAE,Philorhizus,sigma,Philorhizus sigma,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Philorhizus|sigma|(Rossi)
(Rossi),CHRYSOMELIDAE,Neophaedon,pyritosus,Neophaedon pyritosus,Wetlands/marshes,Wetlands/marshes,BEco05a,Bugs,,Neophaedon|pyritosus|(Rossi)
(Rossi),CHRYSOMELIDAE,Neophaedon,pyritosus,Neophaedon pyritosus,on herbs,herbicolous,Ecohe,KochGroup,Ecology,Neophaedon|pyritosus|(Rossi)
(Rossi),CHRYSOMELIDAE,Neophaedon,pyritosus,Neophaedon pyritosus,prefers moisture,hygrophilous,HTyhy,KochGroup,Habitat type,Neophaedon|pyritosus|(Rossi)
(Rossi),CHRYSOMELIDAE,Neophaedon,pyritosus,Neophaedon pyritosus,specialises on a specific plant or animal species,monophagous,FDeMo,KochGroup,Food dependency,Neophaedon|pyritosus|(Rossi)
(Rossi),CHRYSOMELIDAE,Neophaedon,pyritosus,Neophaedon pyritosus,in swamps,paludicolous,Ecopa,KochGroup,Ecology,Neophaedon|pyritosus|(Rossi)
(Rossi),CHRYSOMELIDAE,Neophaedon,pyritosus,Neophaedon pyritosus,feeds on leaves,phyllophagous,FNoPy,KochGroup,Food nourishment,Neophaedon|pyritosus|(Rossi)
(Rossi),CHRYSOMELIDAE,Neophaedon,pyritosus,Neophaedon pyritosus,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Neophaedon|pyritosus|(Rossi)
(Rossi),CLERIDAE,Tarsostenus,univittatus,Tarsostenus univittatus,Mould beetles of all types.,Mould beetles,BEco08,Bugs,,Tarsostenus|univittatus|(Rossi)
(Rossi),CLERIDAE,Tarsostenus,univittatus,Tarsostenus univittatus,Wood and trees,Wood and trees,BEco04,Bugs,,Tarsostenus|univittatus|(Rossi)
(Rossi),CLERIDAE,Tarsostenus,univittatus,Tarsostenus univittatus,eats insects,entomophagous,FNoEn,KochGroup,Food nourishment,Tarsostenus|univittatus|(Rossi)
(Rossi),CLERIDAE,Tarsostenus,univittatus,Tarsostenus univittatus,in wood,lignicolous,Ecoli,KochGroup,Ecology,Tarsostenus|univittatus|(Rossi)
(Rossi),CLERIDAE,Tarsostenus,univittatus,Tarsostenus univittatus,on a narrow range of often closely related plant or animal species,oligophagous,FDeOl,KochGroup,Food dependency,Tarsostenus|univittatus|(Rossi)
(Rossi),CLERIDAE,Tarsostenus,univittatus,Tarsostenus univittatus,,Strong Sy,HRaSs,KochGroup,,Tarsostenus|univittatus|(Rossi)
(Rossi),COCCINELLIDAE,Clitostethus,arcuatus,Clitostethus arcuatus,Wood and trees,Wood and trees,BEco04,Bugs,,Clitostethus|arcuatus|(Rossi)
(Rossi),COCCINELLIDAE,Clitostethus,arcuatus,Clitostethus arcuatus,eats aphids,aphidophagous,FNoAp,KochGroup,Food nourishment,Clitostethus|arcuatus|(Rossi)
(Rossi),COCCINELLIDAE,Clitostethus,arcuatus,Clitostethus arcuatus,on trees,arboricolous,Ecoab,KochGroup,Ecology,Clitostethus|arcuatus|(Rossi)
(Rossi),COCCINELLIDAE,Clitostethus,arcuatus,Clitostethus arcuatus,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Clitostethus|arcuatus|(Rossi)
(Rossi),COCCINELLIDAE,Clitostethus,arcuatus,Clitostethus arcuatus,prefers warm localities,thermophilous,HTyth,KochGroup,Habitat type,Clitostethus|arcuatus|(Rossi)
(Rossi),CURCULIONIDAE,Hypera,pastinacae,Hypera pastinacae,Disturbed ground/arable,Disturbed/arable,BEco06a,Bugs,,Hypera|pastinacae|(Rossi)
(Rossi),CURCULIONIDAE,Hypera,pastinacae,Hypera pastinacae,Sandy/dry disturbed ground/arable,Sandy/dry disturbed/arable,BEco06b,Bugs,,Hypera|pastinacae|(Rossi)
(Rossi),CURCULIONIDAE,Hypera,pastinacae,Hypera pastinacae,on herbs,herbicolous,Ecohe,KochGroup,Ecology,Hypera|pastinacae|(Rossi)
(Rossi),CURCULIONIDAE,Hypera,pastinacae,Hypera pastinacae,on a narrow range of often closely related plant or animal species,oligophagous,FDeOl,KochGroup,Food dependency,Hypera|pastinacae|(Rossi)
(Rossi),CURCULIONIDAE,Hypera,pastinacae,Hypera pastinacae,feeds on leaves,phyllophagous,FNoPy,KochGroup,Food nourishment,Hypera|pastinacae|(Rossi)
(Rossi),CURCULIONIDAE,Hypera,pastinacae,Hypera pastinacae,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Hypera|pastinacae|(Rossi)
(Rossi),CURCULIONIDAE,Hypera,pastinacae,Hypera pastinacae,prefers warm localities,thermophilous,HTyth,KochGroup,Habitat type,Hypera|pastinacae|(Rossi)
(Rossi),CURCULIONIDAE,Lixus,vilis,Lixus vilis,Halotolerant (all salts),Halotolerant,BEco13,Bugs,Habitat type,Lixus|vilis|(Rossi)
(Rossi),CURCULIONIDAE,Lixus,vilis,Lixus vilis,Sandy/dry disturbed ground/arable,Sandy/dry disturbed/arable,BEco06b,Bugs,,Lixus|vilis|(Rossi)
(Rossi),CURCULIONIDAE,Lixus,vilis,Lixus vilis,on herbs,herbicolous,Ecohe,KochGroup,Ecology,Lixus|vilis|(Rossi)
(Rossi),CURCULIONIDAE,Lixus,vilis,Lixus vilis,specialises on a specific plant or animal species,monophagous,FDeMo,KochGroup,Food dependency,Lixus|vilis|(Rossi)
(Rossi),CURCULIONIDAE,Lixus,vilis,Lixus vilis,feeds on leaves,phyllophagous,FNoPy,KochGroup,Food nourishment,Lixus|vilis|(Rossi)
(Rossi),CURCULIONIDAE,Lixus,vilis,Lixus vilis,feeds on roots,rhizophagous,FNoRh,KochGroup,Food nourishment,Lixus|vilis|(Rossi)
(Rossi),CURCULIONIDAE,Lixus,vilis,Lixus vilis,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Lixus|vilis|(Rossi)
(Rossi),CURCULIONIDAE,Lixus,vilis,Lixus vilis,prefers warm localities,thermophilous,HTyth,KochGroup,Habitat type,Lixus|vilis|(Rossi)
(Rossi),CURCULIONIDAE,Lixus,vilis,Lixus vilis,prefers dry places,xerophilous,HTyxe,KochGroup,Habitat type,Lixus|vilis|(Rossi)
(Rossi),CURCULIONIDAE,Otiorhynchus,armadillo,Otiorhynchus armadillo,on trees,arboricolous,Ecoab,KochGroup,Ecology,Otiorhynchus|armadillo|(Rossi)
(Rossi),CURCULIONIDAE,Otiorhynchus,armadillo,Otiorhynchus armadillo,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Otiorhynchus|armadillo|(Rossi)
(Rossi),CURCULIONIDAE,Otiorhynchus,armadillo,Otiorhynchus armadillo,feeds on leaves,phyllophagous,FNoPy,KochGroup,Food nourishment,Otiorhynchus|armadillo|(Rossi)
(Rossi),CURCULIONIDAE,Otiorhynchus,armadillo,Otiorhynchus armadillo,feeds on roots,rhizophagous,FNoRh,KochGroup,Food nourishment,Otiorhynchus|armadillo|(Rossi)
(Rossi),CURCULIONIDAE,Otiorhynchus,armadillo,Otiorhynchus armadillo,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Otiorhynchus|armadillo|(Rossi)
(Rossi),ELATERIDAE,Drasterius,bimaculatus,Drasterius bimaculatus,Halotolerant (all salts),Halotolerant,BEco13,Bugs,Habitat type,Drasterius|bimaculatus|(Rossi)
(Rossi),ELATERIDAE,Drasterius,bimaculatus,Drasterius bimaculatus,"Open wet habitats, shingle, etc",Open wet habitats,BEco05b,Bugs,,Drasterius|bimaculatus|(Rossi)
(Rossi),ELATERIDAE,Drasterius,bimaculatus,Drasterius bimaculatus,in the humus layer,humicolous,Ecohu,KochGroup,Ecology,Drasterius|bimaculatus|(Rossi)
(Rossi),ELATERIDAE,Drasterius,bimaculatus,Drasterius bimaculatus,in sand,psammophilous,HTyps,KochGroup,Habitat type,Drasterius|bimaculatus|(Rossi)
(Rossi),ELATERIDAE,Drasterius,bimaculatus,Drasterius bimaculatus,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Drasterius|bimaculatus|(Rossi)
(Rossi),GEORISSIDAE,Georissus,crenulatus,Georissus crenulatus,"Open wet habitats, shingle, etc",Open wet habitats,BEco05b,Bugs,,Georissus|crenulatus|(Rossi)
(Rossi),GEORISSIDAE,Georissus,crenulatus,Georissus crenulatus,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Georissus|crenulatus|(Rossi)
(Rossi),GEORISSIDAE,Georissus,crenulatus,Georissus crenulatus,prefers moisture,hygrophilous,HTyhy,KochGroup,Habitat type,Georissus|crenulatus|(Rossi)
(Rossi),GEORISSIDAE,Georissus,crenulatus,Georissus crenulatus,on river banks,ripicolous,Ecori,KochGroup,Ecology,Georissus|crenulatus|(Rossi)
(Rossi),HISTERIDAE,Eblisia,minor,Eblisia minor,Wood and trees,Wood and trees,BEco04,Bugs,,Eblisia|minor|(Rossi)
(Rossi),MELYRIDAE,Dolichosoma,lineare,Dolichosoma lineare,Halotolerant (all salts),Halotolerant,BEco13,Bugs,Habitat type,Dolichosoma|lineare|(Rossi)
(Rossi),MELYRIDAE,Dolichosoma,lineare,Dolichosoma lineare,Wood and trees,Wood and trees,BEco04,Bugs,,Dolichosoma|lineare|(Rossi)
(Rossi),MELYRIDAE,Dolichosoma,lineare,Dolichosoma lineare,on flowers,floricolous,Ecofl,KochGroup,Ecology,Dolichosoma|lineare|(Rossi)
(Rossi),MELYRIDAE,Dolichosoma,lineare,Dolichosoma lineare,on herbs,herbicolous,Ecohe,KochGroup,Ecology,Dolichosoma|lineare|(Rossi)
(Rossi),MELYRIDAE,Dolichosoma,lineare,Dolichosoma lineare,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Dolichosoma|lineare|(Rossi)
(Rossi),MELYRIDAE,Dolichosoma,lineare,Dolichosoma lineare,prefers warm localities,thermophilous,HTyth,KochGroup,Habitat type,Dolichosoma|lineare|(Rossi)
(Rossi),MELYRIDAE,Dolichosoma,lineare,Dolichosoma lineare,prefers dry places,xerophilous,HTyxe,KochGroup,Habitat type,Dolichosoma|lineare|(Rossi)
(Rossi),STAPHYLINIDAE,Tasgius,morsitans,Tasgius morsitans,Meadowland,Meadowland,BEco03,Bugs,,Tasgius|morsitans|(Rossi)
(Rossi),STAPHYLINIDAE,Tasgius,morsitans,Tasgius morsitans,Wetlands/marshes,Wetlands/marshes,BEco05a,Bugs,,Tasgius|morsitans|(Rossi)
(Rossi),STAPHYLINIDAE,Tasgius,morsitans,Tasgius morsitans,Wood and trees,Wood and trees,BEco04,Bugs,,Tasgius|morsitans|(Rossi)
(Rossi),STAPHYLINIDAE,Tasgius,morsitans,Tasgius morsitans,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Tasgius|morsitans|(Rossi)
(Rossi),STAPHYLINIDAE,Tasgius,morsitans,Tasgius morsitans,in the humus layer,humicolous,Ecohu,KochGroup,Ecology,Tasgius|morsitans|(Rossi)
(Rossi),STAPHYLINIDAE,Tasgius,morsitans,Tasgius morsitans,in plant debris (litter),phytodetriticolous,Ecopt,KochGroup,Ecology,Tasgius|morsitans|(Rossi)
(Rossi),STAPHYLINIDAE,Tasgius,morsitans,Tasgius morsitans,prefers warm localities,thermophilous,HTyth,KochGroup,Habitat type,Tasgius|morsitans|(Rossi)
Rossi,NITIDULIDAE,Nitidula,flavomaculata,Nitidula flavomaculata,Carrion,Carrion,BEco07b,Bugs,,Nitidula|flavomaculata|Rossi
Rossi,NITIDULIDAE,Nitidula,flavomaculata,Nitidula flavomaculata,General synanthropic,General synanthropic,BEco09a,Bugs,,Nitidula|flavomaculata|Rossi
Rossi,NITIDULIDAE,Nitidula,flavomaculata,Nitidula flavomaculata,associated with carrion,necrophilous,HTyne,KochGroup,Habitat type,Nitidula|flavomaculata|Rossi
Rossi,NITIDULIDAE,Nitidula,flavomaculata,Nitidula flavomaculata,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Nitidula|flavomaculata|Rossi
Rossi,NITIDULIDAE,Nitidula,flavomaculata,Nitidula flavomaculata,prefers warm localities,thermophilous,HTyth,KochGroup,Habitat type,Nitidula|flavomaculata|Rossi
Rossk.,PTILIIDAE,Acrotrichis,arnoldi,Acrotrichis arnoldi,Dung/foul decaying habitats,Dung/foul habitats,BEco07a,Bugs,,Acrotrichis|arnoldi|Rossk.
Rossk.,PTILIIDAE,Acrotrichis,arnoldi,Acrotrichis arnoldi,eats dung,coprophilous,HTyco,KochGroup,Food nourishment,Acrotrichis|arnoldi|Rossk.
Rossk.,PTILIIDAE,Acrotrichis,arnoldi,Acrotrichis arnoldi,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Acrotrichis|arnoldi|Rossk.
Rossk.,PTILIIDAE,Acrotrichis,arnoldi,Acrotrichis arnoldi,in fungi,mycetophilous,HTymy,KochGroup,Habitat type,Acrotrichis|arnoldi|Rossk.
